ID,site,fireYear,size,sizeNext,surv,fl,fs,fps,sds,year,TSFcont,TSF
CY1.8.97,siteD,2011,3.401197382,4.762173935,1,NA,NA,NA,3.401197382,2012,1,one
CY1.8.98,siteD,2011,3.17805383,4.762173935,1,NA,NA,NA,3.17805383,2012,1,one
CY1.8.99,siteD,2011,3.17805383,4.762173935,1,NA,NA,NA,3.17805383,2012,1,one
CY1.8.100,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY1.8.101,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY1.8.102,siteD,2011,2.48490665,4.248495242,1,NA,NA,NA,2.48490665,2012,1,one
CY1.8.103,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY1.8.104,siteD,2011,2.995732274,4.430816799,1,NA,NA,NA,2.995732274,2012,1,one
CY1.8.105,siteD,2011,2.708050201,4.430816799,1,NA,NA,NA,2.708050201,2012,1,one
CY1.8.106,siteD,2011,3.17805383,4.430816799,1,NA,NA,NA,3.17805383,2012,1,one
CY1.8.107,siteD,2011,3.17805383,4.430816799,1,NA,NA,NA,3.17805383,2012,1,one
CY1.8.108,siteD,2011,2.708050201,NA,0,NA,NA,NA,2.708050201,2012,1,one
CY1.8.109,siteD,2011,3.688879454,5.834810737,1,NA,NA,NA,3.688879454,2012,1,one
CY1.9.1,siteD,2011,4.094344562,6.131226489,1,NA,NA,NA,4.094344562,2012,1,one
CY1.9.2,siteD,2011,3.871201011,5.703782475,1,NA,NA,NA,3.871201011,2012,1,one
CY1.9.3,siteD,2011,3.988984047,NA,0,NA,NA,NA,3.988984047,2012,1,one
CY1.9.4,siteD,2011,3.401197382,NA,0,NA,NA,NA,3.401197382,2012,1,one
CY1.9.5,siteD,2011,3.688879454,NA,0,NA,NA,NA,3.688879454,2012,1,one
CY1.9.6,siteD,2011,3.688879454,NA,0,NA,NA,NA,3.688879454,2012,1,one
CY1.9.7,siteD,2011,3.891820298,5.347107531,1,NA,NA,NA,3.891820298,2012,1,one
CY1.9.8,siteD,2011,1.098612289,NA,0,NA,NA,NA,1.098612289,2012,1,one
CY1.9.9,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY1.9.10,siteD,2011,1.098612289,NA,0,NA,NA,NA,1.098612289,2012,1,one
CY1.9.11,siteD,2011,3.17805383,5.075173815,1,NA,NA,NA,3.17805383,2012,1,one
CY1.9.12,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY1.9.13,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2012,1,one
CY1.9.14,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2012,1,one
CY1.9.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2012,1,one
CY1.10.1,siteD,2011,3.401197382,4.86753445,1,NA,NA,NA,3.401197382,2012,1,one
CY1.10.2,siteD,2011,2.708050201,NA,0,NA,NA,NA,2.708050201,2012,1,one
CY1.10.3,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY1.10.4,siteD,2011,3.80666249,NA,0,NA,NA,NA,3.80666249,2012,1,one
CY1.10.5,siteD,2011,3.555348061,5.934894196,1,NA,NA,NA,3.555348061,2012,1,one
CY1.10.6,siteD,2011,3.688879454,5.981414211,1,NA,NA,NA,3.688879454,2012,1,one
CY1.10.7,siteD,2011,3.465735903,5.934894196,1,NA,NA,NA,3.465735903,2012,1,one
CY1.10.8,siteD,2011,2.708050201,NA,0,NA,NA,NA,2.708050201,2012,1,one
CY1.10.9,siteD,2011,3.465735903,5.981414211,1,NA,NA,NA,3.465735903,2012,1,one
CY1.10.10,siteD,2011,3.465735903,NA,0,NA,NA,NA,3.465735903,2012,1,one
CY1.10.11,siteD,2011,3.33220451,NA,0,NA,NA,NA,3.33220451,2012,1,one
CY1.10.12,siteD,2011,3.33220451,6.052089169,1,NA,NA,NA,3.33220451,2012,1,one
CY1.10.13,siteD,2011,3.80666249,NA,0,NA,NA,NA,3.80666249,2012,1,one
CY1.10.14,siteD,2011,3.688879454,6.109247583,1,NA,NA,NA,3.688879454,2012,1,one
CY1.10.15,siteD,2011,3.33220451,NA,0,NA,NA,NA,3.33220451,2012,1,one
CY1.10.16,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY1.10.17,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY1.10.18,siteD,2011,3.555348061,5.96870756,1,NA,NA,NA,3.555348061,2012,1,one
CY1.10.19,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY1.10.20,siteD,2011,4.094344562,5.96870756,1,NA,NA,NA,4.094344562,2012,1,one
CY1.10.21,siteD,2011,2.772588722,5.429345629,1,NA,NA,NA,2.772588722,2012,1,one
CY1.10.22,siteD,2011,3.80666249,NA,0,NA,NA,NA,3.80666249,2012,1,one
CY1.10.23,siteD,2011,3.33220451,5.877735782,1,NA,NA,NA,3.33220451,2012,1,one
CY1.10.24,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY1.10.25,siteD,2011,3.988984047,5.877735782,1,NA,NA,NA,3.988984047,2012,1,one
CY1.10.26,siteD,2011,3.583518938,5.924255797,1,NA,NA,NA,3.583518938,2012,1,one
CY1.10.27,siteD,2011,3.555348061,5.981414211,1,NA,NA,NA,3.555348061,2012,1,one
CY1.10.28,siteD,2011,3.80666249,5.924255797,1,NA,NA,NA,3.80666249,2012,1,one
CY1.10.29,siteD,2011,3.80666249,5.96870756,1,NA,NA,NA,3.80666249,2012,1,one
CY1.10.30,siteD,2011,3.80666249,5.924255797,1,NA,NA,NA,3.80666249,2012,1,one
CY1.10.31,siteD,2011,3.583518938,5.981414211,1,NA,NA,NA,3.583518938,2012,1,one
CY1.10.32,siteD,2011,3.33220451,5.96870756,1,NA,NA,NA,3.33220451,2012,1,one
CY1.10.33,siteD,2011,2.995732274,5.981414211,1,NA,NA,NA,2.995732274,2012,1,one
CY1.10.34,siteD,2011,3.401197382,5.170483995,1,NA,NA,NA,3.401197382,2012,1,one
CY1.10.35,siteD,2011,3.465735903,NA,0,NA,NA,NA,3.465735903,2012,1,one
CY1.10.36,siteD,2011,3.80666249,5.192956851,1,NA,NA,NA,3.80666249,2012,1,one
CY1.10.37,siteD,2011,3.688879454,5.723585102,1,NA,NA,NA,3.688879454,2012,1,one
CY1.10.38,siteD,2011,3.871201011,6.068425588,1,NA,NA,NA,3.871201011,2012,1,one
CY1.10.39,siteD,2011,3.555348061,5.96870756,1,NA,NA,NA,3.555348061,2012,1,one
CY1.10.40,siteD,2011,3.688879454,5.768320996,1,NA,NA,NA,3.688879454,2012,1,one
CY1.10.41,siteD,2011,3.688879454,5.924255797,1,NA,NA,NA,3.688879454,2012,1,one
CY1.10.42,siteD,2011,3.17805383,6.222576268,1,NA,NA,NA,3.17805383,2012,1,one
CY1.10.43,siteD,2011,3.33220451,6.011267174,1,NA,NA,NA,3.33220451,2012,1,one
CY1.10.44,siteD,2011,3.17805383,6.163314804,1,NA,NA,NA,3.17805383,2012,1,one
CY1.10.45,siteD,2011,3.33220451,5.598421959,1,NA,NA,NA,3.33220451,2012,1,one
CY1.10.46,siteD,2011,3.401197382,6.068425588,1,NA,NA,NA,3.401197382,2012,1,one
CY1.10.47,siteD,2011,1.386294361,NA,0,NA,NA,NA,1.386294361,2012,1,one
CY1.10.48,siteD,2011,1.386294361,NA,0,NA,NA,NA,1.386294361,2012,1,one
CY1.10.49,siteD,2011,3.555348061,NA,0,NA,NA,NA,3.555348061,2012,1,one
CY1.10.50,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY1.10.51,siteD,2011,3.17805383,5.991464547,1,NA,NA,NA,3.17805383,2012,1,one
CY1.10.52,siteD,2011,3.218875825,5.991464547,1,NA,NA,NA,3.218875825,2012,1,one
CY1.10.53,siteD,2011,3.465735903,4.905274778,1,NA,NA,NA,3.465735903,2012,1,one
CY1.10.54,siteD,2011,2.890371758,5.991464547,1,NA,NA,NA,2.890371758,2012,1,one
CY1.10.55,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY1.10.56,siteD,2011,2.708050201,5.170483995,1,NA,NA,NA,2.708050201,2012,1,one
CY1.10.57,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY1.10.58,siteD,2011,NA,4.584967479,NA,NA,NA,NA,NA,2012,1,one
CY1.10.59,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2012,1,one
CY1.10.60,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2012,1,one
CY2.3.1,siteD,2011,2.890371758,5.480638923,1,NA,NA,NA,2.890371758,2012,1,one
CY2.3.2,siteD,2011,1.791759469,NA,0,NA,NA,NA,1.791759469,2012,1,one
CY2.3.3,siteD,2011,2.995732274,5.129898715,1,NA,NA,NA,2.995732274,2012,1,one
CY2.3.4,siteD,2011,3.33220451,5.583496309,1,NA,NA,NA,3.33220451,2012,1,one
CY2.3.5,siteD,2011,3.401197382,5.318119994,1,NA,NA,NA,3.401197382,2012,1,one
CY2.3.6,siteD,2011,3.17805383,5.398162702,1,NA,NA,NA,3.17805383,2012,1,one
CY2.3.7,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.3.8,siteD,2011,2.772588722,NA,0,NA,NA,NA,2.772588722,2012,1,one
CY2.3.9,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.3.10,siteD,2011,3.555348061,5.192956851,1,NA,NA,NA,3.555348061,2012,1,one
CY2.3.11,siteD,2011,2.890371758,5.398162702,1,NA,NA,NA,2.890371758,2012,1,one
CY2.3.12,siteD,2011,3.218875825,5.318119994,1,NA,NA,NA,3.218875825,2012,1,one
CY2.3.13,siteD,2011,2.890371758,4.644390899,1,NA,NA,NA,2.890371758,2012,1,one
CY2.3.14,siteD,2011,1.791759469,NA,0,NA,NA,NA,1.791759469,2012,1,one
CY2.3.15,siteD,2011,0.693147181,NA,0,NA,NA,NA,0.693147181,2012,1,one
CY2.3.16,siteD,2011,1.791759469,NA,0,NA,NA,NA,1.791759469,2012,1,one
CY2.3.17,siteD,2011,2.708050201,NA,0,NA,NA,NA,2.708050201,2012,1,one
CY2.3.18,siteD,2011,NA,5.723585102,NA,NA,NA,NA,NA,2012,1,one
CY2.4.1,siteD,2011,3.218875825,5.886104031,1,NA,NA,NA,3.218875825,2012,1,one
CY2.4.2,siteD,2011,2.890371758,NA,0,NA,NA,NA,2.890371758,2012,1,one
CY2.4.3,siteD,2011,1.791759469,NA,0,NA,NA,NA,1.791759469,2012,1,one
CY2.4.4,siteD,2011,1.098612289,NA,0,NA,NA,NA,1.098612289,2012,1,one
CY2.4.5,siteD,2011,1.791759469,NA,0,NA,NA,NA,1.791759469,2012,1,one
CY2.4.6,siteD,2011,0.693147181,NA,0,NA,NA,NA,0.693147181,2012,1,one
CY2.4.7,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY2.4.8,siteD,2011,1.791759469,NA,0,NA,NA,NA,1.791759469,2012,1,one
CY2.4.9,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.4.10,siteD,2011,1.791759469,NA,0,NA,NA,NA,1.791759469,2012,1,one
CY2.4.11,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.4.12,siteD,2011,2.772588722,4.941642423,1,NA,NA,NA,2.772588722,2012,1,one
CY2.4.13,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY2.4.14,siteD,2011,2.995732274,4.430816799,1,NA,NA,NA,2.995732274,2012,1,one
CY2.4.15,siteD,2011,2.708050201,NA,0,NA,NA,NA,2.708050201,2012,1,one
CY2.4.16,siteD,2011,2.708050201,NA,0,NA,NA,NA,2.708050201,2012,1,one
CY2.4.17,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY2.4.18,siteD,2011,3.555348061,6.591673732,1,NA,NA,NA,3.555348061,2012,1,one
CY2.4.19,siteD,2011,3.17805383,5.541263545,1,NA,NA,NA,3.17805383,2012,1,one
CY2.4.20,siteD,2011,3.401197382,4.905274778,1,NA,NA,NA,3.401197382,2012,1,one
CY2.4.21,siteD,2011,2.708050201,NA,0,NA,NA,NA,2.708050201,2012,1,one
CY2.4.22,siteD,2011,2.48490665,5.429345629,1,NA,NA,NA,2.48490665,2012,1,one
CY2.4.23,siteD,2011,2.708050201,4.189654742,1,NA,NA,NA,2.708050201,2012,1,one
CY2.4.24,siteD,2011,2.48490665,4.17438727,1,NA,NA,NA,2.48490665,2012,1,one
CY2.4.25,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY2.4.26,siteD,2011,2.708050201,5.398162702,1,NA,NA,NA,2.708050201,2012,1,one
CY2.4.27,siteD,2011,2.48490665,4.094344562,1,NA,NA,NA,2.48490665,2012,1,one
CY2.4.28,siteD,2011,0.693147181,3.33220451,1,NA,NA,NA,0.693147181,2012,1,one
CY2.4.29,siteD,2011,3.17805383,5.010635294,1,NA,NA,NA,3.17805383,2012,1,one
CY2.4.30,siteD,2011,2.995732274,5.075173815,1,NA,NA,NA,2.995732274,2012,1,one
CY2.4.31,siteD,2011,1.386294361,NA,0,NA,NA,NA,1.386294361,2012,1,one
CY2.4.32,siteD,2011,2.995732274,4.343805422,1,NA,NA,NA,2.995732274,2012,1,one
CY2.4.33,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY2.4.34,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.4.35,siteD,2011,3.218875825,5.529429088,1,NA,NA,NA,3.218875825,2012,1,one
CY2.4.36,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.4.37,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.4.38,siteD,2011,1.791759469,NA,0,NA,NA,NA,1.791759469,2012,1,one
CY2.4.39,siteD,2011,2.197224577,5.036952602,1,NA,NA,NA,2.197224577,2012,1,one
CY2.4.40,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.4.41,siteD,2011,1.386294361,NA,0,NA,NA,NA,1.386294361,2012,1,one
CY2.4.42,siteD,2011,1.791759469,NA,0,NA,NA,NA,1.791759469,2012,1,one
CY2.4.43,siteD,2011,3.218875825,5.480638923,1,NA,NA,NA,3.218875825,2012,1,one
CY2.4.44,siteD,2011,2.995732274,5.075173815,1,NA,NA,NA,2.995732274,2012,1,one
CY2.4.45,siteD,2011,2.995732274,5.036952602,1,NA,NA,NA,2.995732274,2012,1,one
CY2.4.46,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY2.4.47,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.4.48,siteD,2011,3.33220451,4.510859507,1,NA,NA,NA,3.33220451,2012,1,one
CY2.4.49,siteD,2011,2.995732274,5.192956851,1,NA,NA,NA,2.995732274,2012,1,one
CY2.4.50,siteD,2011,2.772588722,5.036952602,1,NA,NA,NA,2.772588722,2012,1,one
CY2.4.51,siteD,2011,2.48490665,3.737669618,1,NA,NA,NA,2.48490665,2012,1,one
CY2.4.52,siteD,2011,3.912023005,5.375278408,1,NA,NA,NA,3.912023005,2012,1,one
CY2.4.53,siteD,2011,3.688879454,6.089044875,1,NA,NA,NA,3.688879454,2012,1,one
CY2.4.54,siteD,2011,2.890371758,NA,0,NA,NA,NA,2.890371758,2012,1,one
CY2.4.55,siteD,2011,NA,4.430816799,NA,NA,NA,NA,NA,2012,1,one
CY2.4.56,siteD,2011,NA,4.276666119,NA,NA,NA,NA,NA,2012,1,one
CY2.4.57,siteD,2011,NA,3.871201011,NA,NA,NA,NA,NA,2012,1,one
CY2.5.1,siteD,2011,2.708050201,5.231108617,1,NA,NA,NA,2.708050201,2012,1,one
CY2.5.2,siteD,2011,2.708050201,5.231108617,1,NA,NA,NA,2.708050201,2012,1,one
CY2.5.3,siteD,2011,2.995732274,5.231108617,1,NA,NA,NA,2.995732274,2012,1,one
CY2.5.4,siteD,2011,3.401197382,5.66296048,1,NA,NA,NA,3.401197382,2012,1,one
CY2.5.5,siteD,2011,2.772588722,4.343805422,1,NA,NA,NA,2.772588722,2012,1,one
CY2.5.6,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY2.5.7,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY2.5.8,siteD,2011,2.890371758,NA,0,NA,NA,NA,2.890371758,2012,1,one
CY2.5.9,siteD,2011,3.218875825,5.347107531,1,NA,NA,NA,3.218875825,2012,1,one
CY2.5.10,siteD,2011,3.33220451,4.510859507,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.11,siteD,2011,2.772588722,5.541263545,1,NA,NA,NA,2.772588722,2012,1,one
CY2.5.12,siteD,2011,3.401197382,5.272999559,1,NA,NA,NA,3.401197382,2012,1,one
CY2.5.13,siteD,2011,1.386294361,NA,0,NA,NA,NA,1.386294361,2012,1,one
CY2.5.14,siteD,2011,2.48490665,4.343805422,1,NA,NA,NA,2.48490665,2012,1,one
CY2.5.15,siteD,2011,3.401197382,4.718498871,1,NA,NA,NA,3.401197382,2012,1,one
CY2.5.16,siteD,2011,3.044522438,5.472270674,1,NA,NA,NA,3.044522438,2012,1,one
CY2.5.17,siteD,2011,2.995732274,4.094344562,1,NA,NA,NA,2.995732274,2012,1,one
CY2.5.18,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY2.5.19,siteD,2011,2.890371758,4.189654742,1,NA,NA,NA,2.890371758,2012,1,one
CY2.5.20,siteD,2011,3.17805383,3.80666249,1,NA,NA,NA,3.17805383,2012,1,one
CY2.5.21,siteD,2011,2.772588722,3.80666249,1,NA,NA,NA,2.772588722,2012,1,one
CY2.5.22,siteD,2011,3.33220451,4.564348191,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.23,siteD,2011,3.401197382,NA,0,NA,NA,NA,3.401197382,2012,1,one
CY2.5.24,siteD,2011,3.401197382,5.010635294,1,NA,NA,NA,3.401197382,2012,1,one
CY2.5.25,siteD,2011,3.465735903,NA,0,NA,NA,NA,3.465735903,2012,1,one
CY2.5.26,siteD,2011,3.33220451,5.66296048,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.27,siteD,2011,2.772588722,4.094344562,1,NA,NA,NA,2.772588722,2012,1,one
CY2.5.28,siteD,2011,3.17805383,5.318119994,1,NA,NA,NA,3.17805383,2012,1,one
CY2.5.29,siteD,2011,3.17805383,4.094344562,1,NA,NA,NA,3.17805383,2012,1,one
CY2.5.30,siteD,2011,2.708050201,5.318119994,1,NA,NA,NA,2.708050201,2012,1,one
CY2.5.31,siteD,2011,3.33220451,5.272999559,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.32,siteD,2011,3.33220451,4.682131227,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.33,siteD,2011,0.693147181,4.941642423,1,NA,NA,NA,0.693147181,2012,1,one
CY2.5.34,siteD,2011,2.708050201,NA,0,NA,NA,NA,2.708050201,2012,1,one
CY2.5.35,siteD,2011,2.197224577,4.094344562,1,NA,NA,NA,2.197224577,2012,1,one
CY2.5.36,siteD,2011,2.708050201,4.477336814,1,NA,NA,NA,2.708050201,2012,1,one
CY2.5.37,siteD,2011,3.218875825,5.598421959,1,NA,NA,NA,3.218875825,2012,1,one
CY2.5.38,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY2.5.39,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY2.5.40,siteD,2011,3.17805383,5.777652323,1,NA,NA,NA,3.17805383,2012,1,one
CY2.5.41,siteD,2011,2.772588722,NA,0,NA,NA,NA,2.772588722,2012,1,one
CY2.5.42,siteD,2011,2.708050201,4.718498871,1,NA,NA,NA,2.708050201,2012,1,one
CY2.5.43,siteD,2011,2.708050201,4.718498871,1,NA,NA,NA,2.708050201,2012,1,one
CY2.5.44,siteD,2011,2.302585093,NA,0,NA,NA,NA,2.302585093,2012,1,one
CY2.5.45,siteD,2011,3.17805383,4.9698133,1,NA,NA,NA,3.17805383,2012,1,one
CY2.5.46,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.5.47,siteD,2011,3.33220451,4.905274778,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.48,siteD,2011,3.555348061,4.189654742,1,NA,NA,NA,3.555348061,2012,1,one
CY2.5.49,siteD,2011,3.33220451,4.189654742,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.50,siteD,2011,2.995732274,4.189654742,1,NA,NA,NA,2.995732274,2012,1,one
CY2.5.51,siteD,2011,3.33220451,5.472270674,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.52,siteD,2011,3.401197382,4.430816799,1,NA,NA,NA,3.401197382,2012,1,one
CY2.5.53,siteD,2011,3.33220451,4.430816799,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.54,siteD,2011,3.33220451,5.66296048,1,NA,NA,NA,3.33220451,2012,1,one
CY2.5.55,siteD,2011,2.995732274,NA,0,NA,NA,NA,2.995732274,2012,1,one
CY2.5.56,siteD,2011,2.995732274,5.075173815,1,NA,NA,NA,2.995732274,2012,1,one
CY2.5.57,siteD,2011,2.48490665,4.718498871,1,NA,NA,NA,2.48490665,2012,1,one
CY2.5.58,siteD,2011,3.401197382,4.718498871,1,NA,NA,NA,3.401197382,2012,1,one
CY2.5.59,siteD,2011,3.17805383,5.170483995,1,NA,NA,NA,3.17805383,2012,1,one
CY2.5.60,siteD,2011,2.995732274,5.170483995,1,NA,NA,NA,2.995732274,2012,1,one
CY2.5.61,siteD,2011,2.995732274,4.718498871,1,NA,NA,NA,2.995732274,2012,1,one
CY2.5.62,siteD,2011,2.890371758,5.075173815,1,NA,NA,NA,2.890371758,2012,1,one
CY2.5.63,siteD,2011,0.693147181,2.48490665,1,NA,NA,NA,0.693147181,2012,1,one
CY2.5.64,siteD,2011,3.17805383,4.836281907,1,NA,NA,NA,3.17805383,2012,1,one
CY2.5.65,siteD,2011,2.995732274,4.343805422,1,NA,NA,NA,2.995732274,2012,1,one
CY2.5.66,siteD,2011,2.197224577,NA,0,NA,NA,NA,2.197224577,2012,1,one
CY2.5.67,siteD,2011,2.772588722,NA,0,NA,NA,NA,2.772588722,2012,1,one
CY2.5.68,siteD,2011,2.48490665,4.86753445,1,NA,NA,NA,2.48490665,2012,1,one
CY2.5.69,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY2.5.70,siteD,2011,3.17805383,4.682131227,1,NA,NA,NA,3.17805383,2012,1,one
CY2.5.71,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY2.5.72,siteD,2011,2.995732274,4.905274778,1,NA,NA,NA,2.995732274,2012,1,one
CY2.5.73,siteD,2011,2.890371758,5.545177444,1,NA,NA,NA,2.890371758,2012,1,one
CY2.5.74,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY2.5.75,siteD,2011,2.995732274,5.834810737,1,NA,NA,NA,2.995732274,2012,1,one
CY2.5.76,siteD,2011,0.693147181,4.143134726,1,NA,NA,NA,0.693147181,2012,1,one
CY2.5.77,siteD,2011,0,NA,0,NA,NA,NA,0,2012,1,one
CY2.5.78,siteD,2011,2.48490665,4.248495242,1,NA,NA,NA,2.48490665,2012,1,one
CY2.5.79,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY2.5.80,siteD,2011,2.48490665,NA,0,NA,NA,NA,2.48490665,2012,1,one
CY2.5.81,siteD,2011,3.17805383,4.9698133,1,NA,NA,NA,3.17805383,2012,1,one
CY2.5.82,siteD,2011,2.197224577,4.700480366,1,NA,NA,NA,2.197224577,2012,1,one
CY2.5.83,siteD,2011,NA,3.044522438,NA,NA,NA,NA,NA,2012,1,one
CY2.5.84,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2012,1,one
CY2.6.1,siteD,2011,3.33220451,5.398162702,1,NA,NA,NA,3.33220451,2012,1,one
CY2.6.2,siteD,2011,3.33220451,5.105945474,1,NA,NA,NA,3.33220451,2012,1,one
CY2.6.3,siteD,2011,3.33220451,NA,0,NA,NA,NA,3.33220451,2012,1,one
CY2.6.4,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY2.6.5,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY2.6.6,siteD,2011,3.17805383,4.094344562,1,NA,NA,NA,3.17805383,2012,1,one
CY2.6.7,siteD,2011,3.583518938,4.852030264,1,NA,NA,NA,3.583518938,2012,1,one
CY2.6.8,siteD,2011,3.688879454,4.852030264,1,NA,NA,NA,3.688879454,2012,1,one
CY2.6.9,siteD,2011,3.688879454,5.141663557,1,NA,NA,NA,3.688879454,2012,1,one
CY2.6.10,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY2.6.11,siteD,2011,2.995732274,4.510859507,1,NA,NA,NA,2.995732274,2012,1,one
CY2.6.12,siteD,2011,2.708050201,5.278114659,1,NA,NA,NA,2.708050201,2012,1,one
CY2.6.13,siteD,2011,3.465735903,5.278114659,1,NA,NA,NA,3.465735903,2012,1,one
CY2.6.14,siteD,2011,3.465735903,NA,0,NA,NA,NA,3.465735903,2012,1,one
CY2.6.15,siteD,2011,2.708050201,4.510859507,1,NA,NA,NA,2.708050201,2012,1,one
CY2.6.16,siteD,2011,3.583518938,4.510859507,1,NA,NA,NA,3.583518938,2012,1,one
CY2.6.17,siteD,2011,3.17805383,4.510859507,1,NA,NA,NA,3.17805383,2012,1,one
CY2.6.18,siteD,2011,2.708050201,NA,0,NA,NA,NA,2.708050201,2012,1,one
CY2.6.19,siteD,2011,3.33220451,NA,0,NA,NA,NA,3.33220451,2012,1,one
CY2.6.20,siteD,2011,3.33220451,4.510859507,1,NA,NA,NA,3.33220451,2012,1,one
CY2.6.21,siteD,2011,3.33220451,NA,0,NA,NA,NA,3.33220451,2012,1,one
CY2.6.22,siteD,2011,2.079441542,4.700480366,1,NA,NA,NA,2.079441542,2012,1,one
CY2.6.23,siteD,2011,2.890371758,NA,0,NA,NA,NA,2.890371758,2012,1,one
CY2.6.24,siteD,2011,2.995732274,3.80666249,1,NA,NA,NA,2.995732274,2012,1,one
CY2.6.25,siteD,2011,1.791759469,3.80666249,1,NA,NA,NA,1.791759469,2012,1,one
CY2.6.26,siteD,2011,2.995732274,4.276666119,1,NA,NA,NA,2.995732274,2012,1,one
CY2.6.27,siteD,2011,2.995732274,5.411646052,1,NA,NA,NA,2.995732274,2012,1,one
CY2.6.28,siteD,2011,3.17805383,NA,0,NA,NA,NA,3.17805383,2012,1,one
CY2.6.29,siteD,2011,2.890371758,NA,0,NA,NA,NA,2.890371758,2012,1,one
CY2.6.30,siteD,2011,3.17805383,5.828945618,1,NA,NA,NA,3.17805383,2012,1,one
CY2.6.31,siteD,2011,3.17805383,4.510859507,1,NA,NA,NA,3.17805383,2012,1,one
CY2.6.32,siteD,2011,2.890371758,NA,0,NA,NA,NA,2.890371758,2012,1,one
CY2.6.33,siteD,2011,3.17805383,3.17805383,1,NA,NA,NA,3.17805383,2012,1,one
CY2.6.34,siteD,2011,3.17805383,3.17805383,1,NA,NA,NA,3.17805383,2012,1,one
