ID,site,fireYear,size,sizeNext,surv,fl,fs,fps,sds,year,TSFcont,TSF
CY1.6.11,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.6.12,siteD,2011,4.86753445,6.025865974,1,0,NA,NA,NA,2013,2,two
CY1.6.13,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.6.14,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.6.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.6.16,siteD,2011,3.80666249,NA,0,0,NA,NA,NA,2013,2,two
CY1.6.17,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.6.18,siteD,2011,5.192956851,5.075173815,1,0,NA,NA,NA,2013,2,two
CY1.6.19,siteD,2011,6.135564891,6.378426184,1,0,NA,NA,NA,2013,2,two
CY1.6.20,siteD,2011,4.9698133,5.777652323,1,0,NA,NA,NA,2013,2,two
CY1.6.21,siteD,2011,6.180016654,6.697034248,1,0,NA,NA,NA,2013,2,two
CY1.7.1,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.7.2,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.7.3,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.7.4,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.7.5,siteD,2011,6.131226489,6.025865974,1,0,NA,NA,NA,2013,2,two
CY1.7.6,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.7.7,siteD,2011,4.762173935,5.030437921,1,0,NA,NA,NA,2013,2,two
CY1.7.8,siteD,2011,4.762173935,4.912654886,1,0,NA,NA,NA,2013,2,two
CY1.7.9,siteD,2011,5.272999559,5.717027701,1,0,NA,NA,NA,2013,2,two
CY1.7.10,siteD,2011,5.81711116,5.66296048,1,0,NA,NA,NA,2013,2,two
CY1.7.11,siteD,2011,5.863631176,5.768320996,1,0,NA,NA,NA,2013,2,two
CY1.7.12,siteD,2011,4.343805422,5.010635294,1,0,NA,NA,NA,2013,2,two
CY1.7.13,siteD,2011,5.81711116,6.173786104,1,0,NA,NA,NA,2013,2,two
CY1.7.14,siteD,2011,5.010635294,5.192956851,1,0,NA,NA,NA,2013,2,two
CY1.7.15,siteD,2011,5.834810737,6.411818268,1,0,NA,NA,NA,2013,2,two
CY1.7.16,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.7.17,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.7.18,siteD,2011,4.905274778,5.393627546,1,0,NA,NA,NA,2013,2,two
CY1.7.19,siteD,2011,4.718498871,5.429345629,1,0,NA,NA,NA,2013,2,two
CY1.7.20,siteD,2011,5.129898715,5.634789603,1,0,NA,NA,5.129898715,2013,2,two
CY1.7.21,siteD,2011,4.343805422,4.718498871,1,0,NA,NA,4.343805422,2013,2,two
CY1.7.22,siteD,2011,NA,5.135798437,NA,NA,NA,NA,NA,2013,2,two
CY1.7.23,siteD,2011,NA,6.492239835,NA,NA,NA,NA,NA,2013,2,two
CY1.7.24,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.1,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.2,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.3,siteD,2011,5.480638923,5.777652323,1,0,NA,NA,NA,2013,2,two
CY1.8.4,siteD,2011,5.66296048,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.5,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.6,siteD,2011,4.094344562,5.777652323,1,0,NA,NA,NA,2013,2,two
CY1.8.7,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.9,siteD,2011,4.094344562,4.356708827,1,0,NA,NA,NA,2013,2,two
CY1.8.10,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.11,siteD,2011,4.356708827,4.584967479,1,0,NA,NA,NA,2013,2,two
CY1.8.12,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.13,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.14,siteD,2011,5.66296048,5.455321115,1,0,NA,NA,NA,2013,2,two
CY1.8.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.16,siteD,2011,4.158883083,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.17,siteD,2011,4.094344562,3.80666249,1,0,NA,NA,NA,2013,2,two
CY1.8.18,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.19,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.20,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.21,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.22,siteD,2011,4.86753445,5.105945474,1,0,NA,NA,NA,2013,2,two
CY1.8.23,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.24,siteD,2011,3.80666249,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.25,siteD,2011,3.80666249,4.510859507,1,0,NA,NA,NA,2013,2,two
CY1.8.26,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.27,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.28,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.29,siteD,2011,4.343805422,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.30,siteD,2011,5.272999559,5.834810737,1,0,NA,NA,NA,2013,2,two
CY1.8.31,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.32,siteD,2011,4.605170186,5.455321115,1,0,NA,NA,NA,2013,2,two
CY1.8.33,siteD,2011,5.192956851,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.34,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.35,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.36,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.37,siteD,2011,3.988984047,4.094344562,1,0,NA,NA,NA,2013,2,two
CY1.8.38,siteD,2011,3.988984047,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.39,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.40,siteD,2011,3.988984047,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.41,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.42,siteD,2011,3.912023005,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.43,siteD,2011,4.86753445,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.44,siteD,2011,4.343805422,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.45,siteD,2011,3.871201011,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.46,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.47,siteD,2011,5.398162702,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.48,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.49,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.50,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.51,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.52,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.53,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.54,siteD,2011,5.105945474,5.298317367,1,0,NA,NA,NA,2013,2,two
CY1.8.55,siteD,2011,4.787491743,5.192956851,1,0,NA,NA,NA,2013,2,two
CY1.8.56,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.57,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.58,siteD,2011,5.529429088,5.703782475,1,0,NA,NA,NA,2013,2,two
CY1.8.59,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.60,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.61,siteD,2011,5.529429088,4.718498871,1,0,NA,NA,NA,2013,2,two
CY1.8.62,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.63,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.64,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.65,siteD,2011,4.762173935,4.430816799,1,0,NA,NA,NA,2013,2,two
CY1.8.66,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.67,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.68,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.69,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.70,siteD,2011,4.762173935,4.912654886,1,0,NA,NA,NA,2013,2,two
CY1.8.71,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.72,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.73,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.74,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.75,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.76,siteD,2011,4.762173935,5.529429088,1,0,NA,NA,NA,2013,2,two
CY1.8.77,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.78,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.79,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.80,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.81,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.82,siteD,2011,4.762173935,4.477336814,1,0,NA,NA,NA,2013,2,two
CY1.8.83,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.84,siteD,2011,4.762173935,4.682131227,1,0,NA,NA,NA,2013,2,two
CY1.8.85,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.86,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.87,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.88,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.89,siteD,2011,4.762173935,4.510859507,1,0,NA,NA,NA,2013,2,two
CY1.8.90,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.91,siteD,2011,3.663561646,5.170483995,1,0,NA,NA,NA,2013,2,two
CY1.8.92,siteD,2011,4.762173935,4.394449155,1,0,NA,NA,NA,2013,2,two
CY1.8.93,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.94,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.95,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.96,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.97,siteD,2011,4.762173935,4.356708827,1,0,NA,NA,NA,2013,2,two
CY1.8.98,siteD,2011,4.762173935,4.787491743,1,0,NA,NA,NA,2013,2,two
CY1.8.99,siteD,2011,4.762173935,NA,0,0,NA,NA,NA,2013,2,two
CY1.8.100,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.101,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.102,siteD,2011,4.248495242,4.317488114,1,0,NA,NA,NA,2013,2,two
CY1.8.103,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.104,siteD,2011,4.430816799,4.905274778,1,0,NA,NA,NA,2013,2,two
CY1.8.105,siteD,2011,4.430816799,5.257495372,1,0,NA,NA,NA,2013,2,two
CY1.8.106,siteD,2011,4.430816799,4.17438727,1,0,NA,NA,NA,2013,2,two
CY1.8.107,siteD,2011,4.430816799,4.356708827,1,0,NA,NA,NA,2013,2,two
CY1.8.108,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.8.109,siteD,2011,5.834810737,6.173786104,1,0,NA,NA,NA,2013,2,two
CY1.9.1,siteD,2011,6.131226489,6.340359304,1,0,NA,NA,NA,2013,2,two
CY1.9.2,siteD,2011,5.703782475,6.104793232,1,0,NA,NA,NA,2013,2,two
CY1.9.3,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.9.4,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.9.5,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.9.6,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.9.7,siteD,2011,5.347107531,5.192956851,1,0,NA,NA,NA,2013,2,two
CY1.9.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.9.9,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.9.10,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.9.11,siteD,2011,5.075173815,5.65248918,1,0,NA,NA,NA,2013,2,two
CY1.9.12,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.9.13,siteD,2011,NA,4.430816799,NA,NA,NA,NA,NA,2013,2,two
CY1.9.14,siteD,2011,NA,5.170483995,NA,NA,NA,NA,NA,2013,2,two
CY1.9.15,siteD,2011,NA,3.465735903,NA,NA,NA,NA,NA,2013,2,two
CY1.10.1,siteD,2011,4.86753445,5.598421959,1,0,NA,NA,NA,2013,2,two
CY1.10.2,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.3,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.4,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.5,siteD,2011,5.934894196,NA,0,0,NA,NA,NA,2013,2,two
CY1.10.6,siteD,2011,5.981414211,NA,0,0,NA,NA,NA,2013,2,two
CY1.10.7,siteD,2011,5.934894196,5.442417711,1,0,NA,NA,NA,2013,2,two
CY1.10.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.9,siteD,2011,5.981414211,5.442417711,1,0,NA,NA,NA,2013,2,two
CY1.10.10,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.11,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.12,siteD,2011,6.052089169,5.416100402,1,0,NA,NA,NA,2013,2,two
CY1.10.13,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.14,siteD,2011,6.109247583,5.393627546,1,0,NA,NA,NA,2013,2,two
CY1.10.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.16,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.17,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.18,siteD,2011,5.96870756,5.723585102,1,0,NA,NA,NA,2013,2,two
CY1.10.19,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.20,siteD,2011,5.96870756,6.444131257,1,0,NA,NA,NA,2013,2,two
CY1.10.21,siteD,2011,5.429345629,NA,0,0,NA,NA,NA,2013,2,two
CY1.10.22,siteD,2011,NA,5.683579767,NA,NA,NA,NA,NA,2013,2,two
CY1.10.23,siteD,2011,5.877735782,5.342334252,1,0,NA,NA,NA,2013,2,two
CY1.10.24,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.25,siteD,2011,5.877735782,4.912654886,1,0,NA,NA,NA,2013,2,two
CY1.10.26,siteD,2011,5.924255797,5.480638923,1,0,NA,NA,NA,2013,2,two
CY1.10.27,siteD,2011,5.981414211,5.981414211,1,0,NA,NA,NA,2013,2,two
CY1.10.28,siteD,2011,5.924255797,NA,0,0,NA,NA,NA,2013,2,two
CY1.10.29,siteD,2011,5.96870756,5.583496309,1,0,NA,NA,NA,2013,2,two
CY1.10.30,siteD,2011,5.924255797,6.086774727,1,0,NA,NA,NA,2013,2,two
CY1.10.31,siteD,2011,5.981414211,4.787491743,1,0,NA,NA,NA,2013,2,two
CY1.10.32,siteD,2011,5.96870756,4.718498871,1,0,NA,NA,NA,2013,2,two
CY1.10.33,siteD,2011,5.981414211,5.442417711,1,0,NA,NA,NA,2013,2,two
CY1.10.34,siteD,2011,5.170483995,4.905274778,1,0,NA,NA,NA,2013,2,two
CY1.10.35,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.36,siteD,2011,5.192956851,5.752572639,1,0,NA,NA,NA,2013,2,two
CY1.10.37,siteD,2011,5.723585102,5.683579767,1,0,NA,NA,NA,2013,2,two
CY1.10.38,siteD,2011,6.068425588,5.075173815,1,0,NA,NA,NA,2013,2,two
CY1.10.39,siteD,2011,5.96870756,5.863631176,1,0,NA,NA,NA,2013,2,two
CY1.10.40,siteD,2011,5.768320996,5.480638923,1,0,NA,NA,NA,2013,2,two
CY1.10.41,siteD,2011,5.924255797,5.480638923,1,0,NA,NA,NA,2013,2,two
CY1.10.42,siteD,2011,6.222576268,6.768493212,1,0,NA,NA,NA,2013,2,two
CY1.10.43,siteD,2011,6.011267174,4.762173935,1,0,NA,NA,NA,2013,2,two
CY1.10.44,siteD,2011,6.163314804,5.342334252,1,0,NA,NA,NA,2013,2,two
CY1.10.45,siteD,2011,5.598421959,5.192956851,1,0,NA,NA,NA,2013,2,two
CY1.10.46,siteD,2011,6.068425588,6.186208624,1,0,NA,NA,NA,2013,2,two
CY1.10.47,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.48,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.49,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.50,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.51,siteD,2011,5.991464547,5.988961417,1,0,NA,NA,NA,2013,2,two
CY1.10.52,siteD,2011,5.991464547,6.309918278,1,0,NA,NA,NA,2013,2,two
CY1.10.53,siteD,2011,4.905274778,5.480638923,1,0,NA,NA,NA,2013,2,two
CY1.10.54,siteD,2011,5.991464547,5.480638923,1,0,NA,NA,NA,2013,2,two
CY1.10.55,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.56,siteD,2011,5.170483995,5.375278408,1,0,NA,NA,NA,2013,2,two
CY1.10.57,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.58,siteD,2011,4.584967479,NA,0,0,NA,NA,4.584967479,2013,2,two
CY1.10.59,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY1.10.60,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.3.1,siteD,2011,5.480638923,5.247024072,1,0,NA,NA,NA,2013,2,two
CY2.3.2,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.3.3,siteD,2011,5.129898715,NA,0,0,NA,NA,NA,2013,2,two
CY2.3.4,siteD,2011,5.583496309,6.329720906,1,0,NA,NA,NA,2013,2,two
CY2.3.5,siteD,2011,5.318119994,5.075173815,1,0,NA,NA,NA,2013,2,two
CY2.3.6,siteD,2011,5.398162702,5.634789603,1,0,NA,NA,NA,2013,2,two
CY2.3.7,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.3.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.3.9,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.3.10,siteD,2011,5.192956851,5.509388337,1,0,NA,NA,NA,2013,2,two
CY2.3.11,siteD,2011,5.398162702,5.529429088,1,0,NA,NA,NA,2013,2,two
CY2.3.12,siteD,2011,5.318119994,4.584967479,1,0,NA,NA,NA,2013,2,two
CY2.3.13,siteD,2011,4.644390899,4.644390899,1,0,NA,NA,NA,2013,2,two
CY2.3.14,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.3.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.3.16,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.3.17,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.3.18,siteD,2011,5.723585102,6.378426184,1,0,NA,NA,NA,2013,2,two
CY2.4.1,siteD,2011,5.886104031,5.81711116,1,0,NA,NA,NA,2013,2,two
CY2.4.2,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.3,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.4,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.5,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.6,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.7,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.9,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.10,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.11,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.12,siteD,2011,4.941642423,NA,0,0,NA,NA,NA,2013,2,two
CY2.4.13,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.14,siteD,2011,4.430816799,NA,0,0,NA,NA,NA,2013,2,two
CY2.4.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.16,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.17,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.18,siteD,2011,6.591673732,6.683360946,1,0,NA,NA,NA,2013,2,two
CY2.4.19,siteD,2011,5.541263545,5.924255797,1,0,NA,NA,NA,2013,2,two
CY2.4.20,siteD,2011,4.905274778,4.905274778,1,0,NA,NA,NA,2013,2,two
CY2.4.21,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.22,siteD,2011,5.429345629,NA,0,0,NA,NA,NA,2013,2,two
CY2.4.23,siteD,2011,4.189654742,5.087596335,1,0,NA,NA,NA,2013,2,two
CY2.4.24,siteD,2011,4.17438727,4.49980967,1,0,NA,NA,NA,2013,2,two
CY2.4.25,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.26,siteD,2011,5.398162702,5.480638923,1,0,NA,NA,NA,2013,2,two
CY2.4.27,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2013,2,two
CY2.4.28,siteD,2011,3.33220451,NA,0,0,NA,NA,NA,2013,2,two
CY2.4.29,siteD,2011,5.010635294,5.135798437,1,0,NA,NA,NA,2013,2,two
CY2.4.30,siteD,2011,5.075173815,4.276666119,1,0,NA,NA,NA,2013,2,two
CY2.4.31,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.32,siteD,2011,4.343805422,4.787491743,1,0,NA,NA,NA,2013,2,two
CY2.4.33,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.34,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.35,siteD,2011,5.529429088,4.584967479,1,0,NA,NA,NA,2013,2,two
CY2.4.36,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.37,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.38,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.39,siteD,2011,5.036952602,5.318119994,1,0,NA,NA,NA,2013,2,two
CY2.4.40,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.41,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.42,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.43,siteD,2011,5.480638923,4.718498871,1,0,NA,NA,NA,2013,2,two
CY2.4.44,siteD,2011,5.075173815,5.030437921,1,0,NA,NA,NA,2013,2,two
CY2.4.45,siteD,2011,5.036952602,6.257667588,1,0,NA,NA,NA,2013,2,two
CY2.4.46,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.47,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.48,siteD,2011,4.510859507,4.17438727,1,0,NA,NA,NA,2013,2,two
CY2.4.49,siteD,2011,5.192956851,5.318119994,1,0,NA,NA,NA,2013,2,two
CY2.4.50,siteD,2011,5.036952602,4.905274778,1,0,NA,NA,NA,2013,2,two
CY2.4.51,siteD,2011,3.737669618,4.17438727,1,0,NA,NA,NA,2013,2,two
CY2.4.52,siteD,2011,5.375278408,4.787491743,1,0,NA,NA,NA,2013,2,two
CY2.4.53,siteD,2011,6.089044875,6.633318433,1,0,NA,NA,NA,2013,2,two
CY2.4.54,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.4.55,siteD,2011,4.430816799,4.718498871,1,0,NA,NA,4.430816799,2013,2,two
CY2.4.56,siteD,2011,4.276666119,4.852030264,1,0,NA,NA,4.276666119,2013,2,two
CY2.4.57,siteD,2011,3.871201011,4.510859507,1,0,NA,NA,3.871201011,2013,2,two
CY2.5.1,siteD,2011,5.231108617,5.655991811,1,0,NA,NA,NA,2013,2,two
CY2.5.2,siteD,2011,5.231108617,5.135798437,1,0,NA,NA,NA,2013,2,two
CY2.5.3,siteD,2011,5.231108617,5.231108617,1,0,NA,NA,NA,2013,2,two
CY2.5.4,siteD,2011,5.66296048,5.398162702,1,0,NA,NA,NA,2013,2,two
CY2.5.5,siteD,2011,4.343805422,4.718498871,1,0,NA,NA,NA,2013,2,two
CY2.5.6,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.5.7,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.5.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.5.9,siteD,2011,5.347107531,5.318119994,1,0,NA,NA,NA,2013,2,two
CY2.5.10,siteD,2011,4.510859507,4.912654886,1,0,NA,NA,NA,2013,2,two
CY2.5.11,siteD,2011,5.541263545,4.510859507,1,0,NA,NA,NA,2013,2,two
CY2.5.12,siteD,2011,5.272999559,4.852030264,1,0,NA,NA,NA,2013,2,two
CY2.5.13,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2013,2,two
CY2.5.14,siteD,2011,4.343805422,NA,0,0,NA,NA,NA,2013,2,two
CY2.5.15,siteD,2011,4.718498871,5.192956851,1,0,NA,NA,NA,2013,2,two
CY2.5.16,siteD,2011,5.472270674,5.141663557,1,0,NA,NA,NA,2013,2,two
