Source	Site	alt	cont	Treat	Block	Plot	uIDS	IDS	trans	size	flo.if	flo.no	cloning	clonesNext	surv	offspringNext	stage	stageNext	sizeNext
Ram	Arh	3	3	TT2	Arh_4	191	191.4	4	10_11	3,57755911	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.5	5	10_11	5,127615448	0	NA	1	1	1	NA	continuous	continuous	4,267670084
Ram	Arh	3	3	TT2	Arh_4	191	191.6	6	10_11	4,267670084	0	NA	1	2	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.7	7	10_11	4,78148262	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.8	8	10_11	4,609493547	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.9	9	10_11	5,125460766	0	NA	0	NA	1	NA	continuous	continuous	5,991870178
Ram	Arh	3	3	TT2	Arh_4	191	191.31	31	10_11	4,700518451	0	NA	0	NA	1	NA	continuous	continuous	5,299604521
Ram	Arh	3	3	TT2	Arh_4	191	191.32	32	10_11	4,61164823	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.33	33	10_11	4,437504474	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.36	36	10_11	4,783637303	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.37	37	10_11	4,953471693	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.38	38	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Ram	Arh	3	3	TT2	Arh_4	191	191.39	39	10_11	3,749548183	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.40	40	10_11	4,2677	NA	NA	NA	NA	NA	clonal	NA	continuous	5,473748277
Ram	Arh	3	3	TT2	Arh_4	191	191.41	41	10_11	4,2677	NA	NA	NA	NA	NA	clonal	NA	continuous	5,643582667
Ram	Arh	3	3	TT2	Arh_4	191	191.42	42	10_11	5,1276	NA	NA	NA	NA	NA	clonal	NA	continuous	4,61164823
Ram	Arh	3	3	TT2	Arh_4	191	191.43	43	10_11	NA	NA	NA	NA	NA	NA	sexual	NA	continuous	3,921537256
Ram	Arh	3	3	TT2	Arh_4	191	191.44	44	10_11	NA	NA	NA	NA	NA	NA	sexual	NA	continuous	3,921537256
Ram	Arh	3	3	TT2	Arh_4	191	191.45	45	10_11	NA	NA	NA	NA	NA	NA	sexual	NA	continuous	3,921537256
Ram	Arh	3	3	TT2	Arh_4	191	191.46	46	10_11	NA	NA	NA	NA	NA	NA	sexual	NA	continuous	3,921537256
Ram	Arh	3	3	TT2	Arh_4	191	191.47	47	10_11	NA	NA	NA	NA	NA	NA	sexual	NA	continuous	3,921537256
Ram	Arh	3	3	TT2	Arh_4	191	191.48	48	10_11	NA	NA	NA	NA	NA	NA	sexual	NA	continuous	3,923691938
Ram	Arh	3	3	TT2	Arh_3	197	197.1	1	10_11	4,095681011	0	NA	1	1	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.10	10	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.11	11	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	5,81557174
Ram	Arh	3	3	TT2	Arh_3	197	197.13	13	10_11	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	8,571706271
Ram	Arh	3	3	TT2	Arh_3	197	197.14	14	10_11	5,297449839	0	NA	1	1	1	NA	continuous	continuous	5,478057642
Ram	Arh	3	3	TT2	Arh_3	197	197.15	15	10_11	5,299604521	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.16	16	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.17	17	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	4,957781058
Ram	Arh	3	3	TT2	Arh_3	197	197.18	18	10_11	5,299604521	0	NA	0	NA	1	NA	continuous	continuous	5,819881105
Ram	Arh	3	3	TT2	Arh_3	197	197.19	19	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.2	2	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.20	20	10_11	4,609493547	0	NA	0	NA	1	NA	continuous	continuous	6,503528031
Ram	Arh	3	3	TT2	Arh_3	197	197.21	21	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.22	22	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	4,955626376
Ram	Arh	3	3	TT2	Arh_3	197	197.23	23	10_11	4,265515402	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.24	24	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.3	3	10_11	5,297449839	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.4	4	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.5	5	10_11	4,783637303	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.6	6	10_11	5,127615448	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.7	7	10_11	4,957781058	0	NA	0	NA	1	NA	continuous	continuous	4,609493547
Ram	Arh	3	3	TT2	Arh_3	197	197.8	8	10_11	4,439659157	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.9	9	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.26	26	10_11	4,953471693	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.27	27	10_11	5,641427984	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.28	28	10_11	5,81557174	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.29	29	10_11	4,093526329	0	NA	0	NA	1	NA	continuous	continuous	4,613802912
Ram	Arh	3	3	TT2	Arh_3	197	197.30	30	10_11	4,093526329	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.31	31	10_11	5,297449839	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.32	32	10_11	5,822035787	0	NA	0	NA	1	NA	continuous	continuous	6,503528031
Ram	Arh	3	3	TT2	Arh_3	197	197.25	25	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Ram	Arh	3	3	TT2	Arh_3	197	197.34	34	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	4,953471693
Ram	Arh	3	3	TT2	Arh_3	197	197.35	35	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	4,955626376
Ram	Arh	3	3	TT2	Arh_3	197	197.36	36	10_11	5,817726422	0	NA	1	1	1	NA	continuous	continuous	5,471593594
Ram	Arh	3	3	TT2	Arh_3	197	197.37	37	10_11	5,81557174	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.38	38	10_11	4,437504474	0	NA	0	NA	1	NA	continuous	continuous	5,643582667
Ram	Arh	3	3	TT2	Arh_3	197	197.39	39	10_11	5,297449839	0	NA	0	NA	1	NA	continuous	continuous	5,64573735
Ram	Arh	3	3	TT2	Arh_3	197	197.40	40	10_11	6,159549886	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.41	41	10_11	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	5,299604521
Ram	Arh	3	3	TT2	Arh_3	197	197.42	42	10_11	5,469438912	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.43	43	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	5,473748277
Ram	Arh	3	3	TT2	Arh_3	197	197.12	12	10_11	5,129770131	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.45	45	10_11	3,749548183	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.46	46	10_11	4,953471693	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.47	47	10_11	5,297449839	0	NA	0	NA	1	NA	continuous	continuous	4,953471693
Ram	Arh	3	3	TT2	Arh_3	197	197.48	48	10_11	5,297449839	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.49	49	10_11	5,469438912	0	NA	1	2	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.50	50	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	5,129770131
Ram	Arh	3	3	TT2	Arh_3	197	197.51	51	10_11	3,921537256	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_3	197	197.52	52	10_11	4,0957	NA	NA	NA	NA	NA	clonal	NA	continuous	4,265515402
Ram	Arh	3	3	TT2	Arh_3	197	197.53	53	10_11	5,2974	NA	NA	NA	NA	NA	clonal	NA	continuous	4,093526329
Ram	Arh	3	3	TT2	Arh_3	197	197.54	54	10_11	5,4694	NA	NA	NA	NA	NA	clonal	NA	continuous	6,161704568
Ram	Arh	3	3	TT2	Arh_3	197	197.55	55	10_11	5,4694	NA	NA	NA	NA	NA	clonal	NA	continuous	5,817726422
Ram	Arh	3	3	TT2	Arh_3	197	197.57	57	10_11	5,8177	NA	NA	NA	NA	NA	clonal	NA	continuous	4,78148262
Ram	Arh	3	3	TT2	Arh_3	197	197.58	58	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.1	1	10_11	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	4,953471693
Ram	Arh	3	3	TT2	Arh_1	205	205.10	10	10_11	5,471593594	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.11	11	10_11	5,469438912	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.12	12	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.13	13	10_11	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	5,471593594
Ram	Arh	3	3	TT2	Arh_1	205	205.14	14	10_11	4,78148262	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.15	15	10_11	5,129770131	0	NA	0	NA	1	NA	continuous	continuous	5,129770131
Ram	Arh	3	3	TT2	Arh_1	205	205.16	16	10_11	6,163859251	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Ram	Arh	3	3	TT2	Arh_1	205	205.17	17	10_11	5,125460766	0	NA	0	NA	1	NA	continuous	continuous	6,505682714
Ram	Arh	3	3	TT2	Arh_1	205	205.2	2	10_11	5,641427984	0	NA	0	NA	1	NA	continuous	continuous	5,81557174
Ram	Arh	3	3	TT2	Arh_1	205	205.3	3	10_11	4,783637303	0	NA	0	NA	1	NA	continuous	continuous	4,783637303
Ram	Arh	3	3	TT2	Arh_1	205	205.4	4	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.5	5	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.6	6	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.7	7	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.8	8	10_11	6,331538958	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.9	9	10_11	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	5,643582667
Ram	Arh	3	3	TT2	Arh_1	205	205.18	18	10_11	4,609493547	0	NA	0	NA	1	NA	continuous	continuous	5,813417057
Ram	Arh	3	3	TT2	Arh_1	205	205.19	19	10_11	4,61164823	0	NA	0	NA	1	NA	continuous	continuous	4,955626376
Ram	Arh	3	3	TT2	Arh_1	205	205.20	20	10_11	4,609493547	0	NA	1	1	1	NA	continuous	continuous	5,299604521
Ram	Arh	3	3	TT2	Arh_1	205	205.21	21	10_11	5,813417057	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.22	22	10_11	4,093526329	0	NA	0	NA	1	NA	continuous	continuous	4,437504474
Ram	Arh	3	3	TT2	Arh_1	205	205.29	29	10_11	4,609493547	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Ram	Arh	3	3	TT2	Arh_1	205	205.30	30	10_11	4,437504474	0	NA	0	NA	1	NA	continuous	continuous	4,783637303
Ram	Arh	3	3	TT2	Arh_1	205	205.32	32	10_11	4,955626376	0	NA	0	NA	1	NA	continuous	continuous	6,159549886
Ram	Arh	3	3	TT2	Arh_1	205	205.33	33	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	6,509992079
Ram	Arh	3	3	TT2	Arh_1	205	205.35	35	10_11	3,57755911	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.36	36	10_11	4,872806926	0	NA	0	NA	1	NA	continuous	continuous	3,57755911
Ram	Arh	3	3	TT2	Arh_1	205	205.37	37	10_11	4,609493547	0	NA	1	1	1	NA	continuous	continuous	5,471593594
Ram	Arh	3	3	TT2	Arh_1	205	205.38	38	10_11	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	5,125460766
Ram	Arh	3	3	TT2	Arh_1	205	205.31	31	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_1	205	205.39	39	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.1	1	10_11	5,125460766	0	NA	0	NA	1	NA	continuous	continuous	4,783637303
Ram	Ram	2	3	TT1	Ram_4	193	193.10	10	10_11	4,783637303	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.11	11	10_11	5,6436	NA	NA	NA	NA	NA	clonal	NA	continuous	4,609493547
Ram	Ram	2	3	TT1	Ram_4	193	193.12	12	10_11	4,78148262	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.13	13	10_11	5,471593594	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Ram	Ram	2	3	TT1	Ram_4	193	193.14	14	10_11	5,469438912	0	NA	1	1	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.15	15	10_11	5,299604521	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.16	16	10_11	4,78148262	0	NA	1	1	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.17	17	10_11	5,471593594	0	NA	1	1	1	NA	continuous	continuous	4,093526329
Ram	Ram	2	3	TT1	Ram_4	193	193.18	18	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.19	19	10_11	4,609493547	0	NA	1	1	1	NA	continuous	continuous	5,817726422
Ram	Ram	2	3	TT1	Ram_4	193	193.2	2	10_11	5,129770131	0	NA	0	NA	1	NA	continuous	continuous	4,093526329
Ram	Ram	2	3	TT1	Ram_4	193	193.20	20	10_11	5,643582667	0	NA	1	3	1	NA	continuous	continuous	5,301759204
Ram	Ram	2	3	TT1	Ram_4	193	193.21	21	10_11	4,0935	NA	NA	NA	NA	NA	clonal	NA	continuous	4,093526329
Ram	Ram	2	3	TT1	Ram_4	193	193.22	22	10_11	4,0935	NA	NA	NA	NA	NA	clonal	NA	continuous	5,125460766
Ram	Ram	2	3	TT1	Ram_4	193	193.23	23	10_11	4,093526329	0	NA	1	2	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.24	24	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.3	3	10_11	4,78148262	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.4	4	10_11	5,127615448	1	1	0	NA	1	NA	continuous	continuous	4,609493547
Ram	Ram	2	3	TT1	Ram_4	193	193.5	5	10_11	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Ram	Ram	2	3	TT1	Ram_4	193	193.6	6	10_11	4,953471693	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.7	7	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.8	8	10_11	5,125460766	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.9	9	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.25	25	10_11	5,297449839	0	NA	0	NA	1	NA	continuous	continuous	6,161704568
Ram	Ram	2	3	TT1	Ram_4	193	193.26	26	10_11	4,609493547	0	NA	1	2	1	NA	continuous	continuous	4,267670084
Ram	Ram	2	3	TT1	Ram_4	193	193.27	27	10_11	4,267670084	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.28	28	10_11	4,609493547	0	NA	1	1	1	NA	continuous	continuous	4,093526329
Ram	Ram	2	3	TT1	Ram_4	193	193.29	29	10_11	4,609493547	0	NA	0	NA	1	NA	continuous	continuous	4,437504474
Ram	Ram	2	3	TT1	Ram_4	193	193.30	30	10_11	4,093526329	0	NA	1	1	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.31	31	10_11	5,125460766	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.32	32	10_11	4,957781058	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.33	33	10_11	4,78148262	0	NA	0	NA	1	NA	continuous	continuous	3,923691938
Ram	Ram	2	3	TT1	Ram_4	193	193.34	34	10_11	4,953471693	0	NA	0	NA	1	NA	continuous	continuous	5,299604521
Ram	Ram	2	3	TT1	Ram_4	193	193.35	35	10_11	4,953471693	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Ram	Ram	2	3	TT1	Ram_4	193	193.36	36	10_11	4,609493547	0	NA	1	1	1	NA	continuous	continuous	4,265515402
Ram	Ram	2	3	TT1	Ram_4	193	193.37	37	10_11	5,127615448	0	NA	1	1	1	NA	continuous	continuous	4,955626376
Ram	Ram	2	3	TT1	Ram_4	193	193.38	38	10_11	5,125460766	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Ram	Ram	2	3	TT1	Ram_4	193	193.39	39	10_11	5,469438912	0	NA	0	NA	1	NA	continuous	continuous	4,437504474
Ram	Ram	2	3	TT1	Ram_4	193	193.40	40	10_11	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	5,987560813
Ram	Ram	2	3	TT1	Ram_4	193	193.41	41	10_11	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	5,647892032
Ram	Ram	2	3	TT1	Ram_4	193	193.42	42	10_11	4,7815	NA	NA	NA	NA	NA	clonal	NA	continuous	4,609493547
Ram	Ram	2	3	TT1	Ram_4	193	193.43	43	10_11	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	4,78148262
Ram	Ram	2	3	TT1	Ram_4	193	193.44	44	10_11	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	4,61164823
Ram	Ram	2	3	TT1	Ram_4	193	193.45	45	10_11	5,4694	NA	NA	NA	NA	NA	clonal	NA	continuous	4,093526329
Ram	Ram	2	3	TT1	Ram_4	193	193.46	46	10_11	5,6436	NA	NA	NA	NA	NA	clonal	NA	continuous	5,81557174
Ram	Ram	2	3	TT1	Ram_4	193	193.47	47	10_11	5,4716	NA	NA	NA	NA	NA	clonal	NA	continuous	4,437504474
Ram	Ram	2	3	TT1	Ram_4	193	193.49	49	10_11	5,6436	NA	NA	NA	NA	NA	clonal	NA	continuous	3,749548183
Ram	Ram	2	3	TT1	Ram_4	193	193.51	51	10_11	4,0935	NA	NA	NA	NA	NA	clonal	NA	continuous	4,267670084
Ram	Ram	2	3	TT1	Ram_4	193	193.52	52	10_11	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	4,609493547
Ram	Ram	2	3	TT1	Ram_4	193	193.54	54	10_11	5,1276	NA	NA	NA	NA	NA	clonal	NA	continuous	3,923691938
Ram	Ram	2	3	TT1	Ram_4	193	193.55	55	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.56	56	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.57	57	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.58	58	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_4	193	193.59	59	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_5	200	200.1	1	10_11	4,265515402	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_5	200	200.2	2	10_11	4,609493547	0	NA	1	1	1	NA	continuous	continuous	5,127615448
Ram	Ram	2	3	TT1	Ram_5	200	200.3	3	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_5	200	200.4	4	10_11	4,609493547	0	NA	1	1	1	NA	continuous	continuous	4,61164823
Ram	Ram	2	3	TT1	Ram_5	200	200.5	5	10_11	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	4,093526329
Ram	Ram	2	3	TT1	Ram_5	200	200.6	6	10_11	5,301759204	0	NA	0	NA	1	NA	continuous	continuous	6,505682714
Ram	Ram	2	3	TT1	Ram_5	200	200.7	7	10_11	5,125460766	0	NA	0	NA	1	NA	continuous	continuous	5,987560813
Ram	Ram	2	3	TT1	Ram_5	200	200.27	27	10_11	NA	NA	NA	NA	NA	NA	sexual	NA	continuous	1,969
Ram	Ram	2	3	TT1	Ram_5	200	200.8	8	10_11	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	4,609493547
Ram	Ram	2	3	TT1	Ram_5	200	200.10	10	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_5	200	200.11	11	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_5	200	200.9	9	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Ram	2	3	TT1	Ram_6	202	202.1	1	10_11	4,785791985	0	NA	0	NA	1	NA	continuous	continuous	5,473748277
Ram	Ram	2	3	TT1	Ram_6	202	202.2	2	10_11	4,265515402	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Ram	2	3	TT1	Ram_6	202	202.3	3	10_11	4,265515402	0	NA	0	NA	1	NA	continuous	continuous	4,267670084
Skj	Skj	1	4	TT1	Skj_1	238	238.1	1	10_11	4,439659157	0	NA	1	2	1	NA	continuous	continuous	4,267670084
Skj	Skj	1	4	TT1	Skj_1	238	238.2	2	10_11	4,4397	NA	NA	NA	NA	NA	clonal	NA	continuous	3,923691938
Skj	Skj	1	4	TT1	Skj_1	238	238.3	3	10_11	4,4397	NA	NA	NA	NA	NA	clonal	NA	continuous	3,751702866
Skj	Skj	1	4	TT1	Skj_2	241	241.1	1	10_11	5,127615448	0	NA	1	2	1	NA	continuous	continuous	5,301759204
Skj	Skj	1	4	TT1	Skj_2	241	241.10	10	10_11	5,299604521	0	NA	0	NA	1	NA	continuous	continuous	6,677671787
Skj	Skj	1	4	TT1	Skj_2	241	241.11	11	10_11	5,987560813	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.12	12	10_11	5,301759204	0	NA	1	2	1	NA	continuous	continuous	5,471593594
Skj	Skj	1	4	TT1	Skj_2	241	241.13	13	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	6,163859251
Skj	Skj	1	4	TT1	Skj_2	241	241.14	14	10_11	4,955626376	0	NA	0	NA	1	NA	continuous	continuous	5,64573735
Skj	Skj	1	4	TT1	Skj_2	241	241.15	15	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	4,955626376
Skj	Skj	1	4	TT1	Skj_2	241	241.16	16	10_11	5,299604521	0	NA	0	NA	1	NA	continuous	continuous	4,439659157
Skj	Skj	1	4	TT1	Skj_2	241	241.17	17	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.18	18	10_11	5,131924813	0	NA	0	NA	0	NA	continuous	dead	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.19	19	10_11	5,127615448	0	NA	1	1	1	NA	continuous	continuous	4,957781058
Skj	Skj	1	4	TT1	Skj_2	241	241.2	2	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.20	20	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.21	21	10_11	5,125460766	0	NA	0	NA	1	NA	continuous	continuous	6,161704568
Skj	Skj	1	4	TT1	Skj_2	241	241.22	22	10_11	5,127615448	0	NA	1	1	1	NA	continuous	continuous	6,161704568
Skj	Skj	1	4	TT1	Skj_2	241	241.23	23	10_11	5,1276	NA	NA	NA	NA	NA	clonal	NA	continuous	4,78148262
Skj	Skj	1	4	TT1	Skj_2	241	241.3	3	10_11	3,749548183	0	NA	0	NA	1	NA	continuous	continuous	6,009107638
Skj	Skj	1	4	TT1	Skj_2	241	241.4	4	10_11	5,473748277	0	NA	0	NA	1	NA	continuous	continuous	7,193639005
Skj	Skj	1	4	TT1	Skj_2	241	241.5	5	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	6,161704568
Skj	Skj	1	4	TT1	Skj_2	241	241.6	6	10_11	5,987560813	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Skj	Skj	1	4	TT1	Skj_2	241	241.7	7	10_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skj	Skj	1	4	TT1	Skj_2	241	241.8	8	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	3,921537256
Skj	Skj	1	4	TT1	Skj_2	241	241.9	9	10_11	5,127615448	0	NA	0	NA	1	NA	continuous	continuous	6,161704568
